"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Chris Chiozzafree agency","2018-09-07","Chris Chiozza","free agency","Wizards","signed free agent","On 2018-09-07, Chris Chiozza is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"Desi Rodriguezfree agency","2018-09-08","Desi Rodriguez","free agency","Clippers","signed free agent","On 2018-09-08, Desi Rodriguez is signed free agent by Clippers",FALSE,FALSE,"Clippers"
"free agencyTiwian Kendley","2018-09-10","Tiwian Kendley","free agency","Wizards","signed free agent","On 2018-09-10, Tiwian Kendley is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyScoochie Smith","2018-09-10","Scoochie Smith","free agency","Cavaliers","signed free agent","On 2018-09-10, Scoochie Smith is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"Bonzie Colsonfree agency","2018-09-14","Bonzie Colson","free agency","Cavaliers","signed free agent","On 2018-09-14, Bonzie Colson is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyLevi Randolph","2018-09-14","Levi Randolph","free agency","Cavaliers","signed free agent","On 2018-09-14, Levi Randolph is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"Deng Adelfree agency","2018-09-14","Deng Adel","free agency","Raptors","signed free agent","On 2018-09-14, Deng Adel is signed free agent by Raptors",FALSE,FALSE,"Raptors"
"free agencyRobert Johnson (b","2018-09-17","Robert Johnson (b","free agency","Bucks","signed free agent","On 2018-09-17, Robert Johnson (b) is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"free agencyKaiser Gates","2018-09-17","Kaiser Gates","free agency","Bulls","signed free agent","On 2018-09-17, Kaiser Gates is signed free agent by Bulls",FALSE,FALSE,"Bulls"
"Drew Eubanksfree agency","2018-09-17","Drew Eubanks","free agency","Spurs","signed free agent to a two way contract","On 2018-09-17, Drew Eubanks is signed free agent to a two way contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyJulian Washburn","2018-09-17","Julian Washburn","free agency","Spurs","signed free agent","On 2018-09-17, Julian Washburn is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyIke Nwamu","2018-09-18","Ike Nwamu","free agency","Bucks","signed free agent","On 2018-09-18, Ike Nwamu is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"free agencyLavoy Allen","2018-09-18","Lavoy Allen","free agency","Wizards","signed unrestricted free agent","On 2018-09-18, Lavoy Allen is signed unrestricted free agent by Wizards",FALSE,FALSE,"Wizards"
"Deyonta Davisfree agency","2018-09-22","free agency","Deyonta Davis","Kings","waived","On 2018-09-22, Deyonta Davis becomes a free agent from Kings",FALSE,FALSE,"Kings"
"free agencyScottie Lindsey","2018-09-22","Scottie Lindsey","free agency","Pistons","signed free agent","On 2018-09-22, Scottie Lindsey is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"free agencyOlivier Hanlan","2018-09-23","free agency","Olivier Hanlan","Spurs","waived","On 2018-09-23, Olivier Hanlan becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"Abdul Gaddyfree agency","2018-09-23","Abdul Gaddy","free agency","Thunder","signed free agent","On 2018-09-23, Abdul Gaddy is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyIsmaila Kane","2018-09-24","Ismaila Kane","free agency","Grizzlies","signed free agent","On 2018-09-24, Ismaila Kane is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"Chris McCulloughfree agency","2018-09-24","Chris McCullough","free agency","Pistons","signed unrestricted free agent","On 2018-09-24, Chris McCullough is signed unrestricted free agent by Pistons",FALSE,FALSE,"Pistons"
"Darius Johnson-Odomfree agency","2018-09-24","Darius Johnson-Odom","free agency","Timberwolves","signed free agent","On 2018-09-24, Darius Johnson-Odom is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyJonathan Stark","2018-09-24","Jonathan Stark","free agency","Timberwolves","signed free agent","On 2018-09-24, Jonathan Stark is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"Cameron Reynolds / Cam Reynoldsfree agency","2018-09-25","Cameron Reynolds / Cam Reynolds","free agency","Kings","signed free agent","On 2018-09-25, Cameron Reynolds / Cam Reynolds is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyTyrius Walker","2018-09-25","Tyrius Walker","free agency","Knicks","signed free agent","On 2018-09-25, Tyrius Walker is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyNuni Omot","2018-09-25","Nuni Omot","free agency","Nets","signed free agent","On 2018-09-25, Nuni Omot is signed free agent by Nets",FALSE,FALSE,"Nets"
"Devon Hallfree agency","2018-09-25","free agency","Devon Hall","Thunder","waived","On 2018-09-25, Devon Hall becomes a free agent from Thunder",FALSE,FALSE,"Thunder"
"free agencyKevin Hervey","2018-09-25","free agency","Kevin Hervey","Thunder","waived","On 2018-09-25, Kevin Hervey becomes a free agent from Thunder",FALSE,FALSE,"Thunder"
"Brandon Austinfree agency","2018-09-26","Brandon Austin","free agency","Kings","signed free agent","On 2018-09-26, Brandon Austin is signed free agent by Kings",FALSE,FALSE,"Kings"
"Devin Davisfree agency","2018-09-28","Devin Davis","free agency","Magic","signed free agent","On 2018-09-28, Devin Davis is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyTaren Sullivan","2018-10-01","Taren Sullivan","free agency","Kings","signed free agent","On 2018-10-01, Taren Sullivan is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyPhillip Carr / Phil Carr","2018-10-02","Phillip Carr / Phil Carr","free agency","Knicks","signed free agent","On 2018-10-02, Phillip Carr / Phil Carr is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyGabe Vincent","2018-10-03","Gabe Vincent","free agency","Kings","signed free agent","On 2018-10-03, Gabe Vincent is signed free agent by Kings",FALSE,FALSE,"Kings"
"Billy Garrettfree agency","2018-10-04","Billy Garrett","free agency","Knicks","signed free agent","On 2018-10-04, Billy Garrett is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyPaul Watson","2018-10-05","Paul Watson","free agency","Knicks","signed free agent","On 2018-10-05, Paul Watson is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyJeff Coby","2018-10-07","Jeff Coby","free agency","Knicks","signed free agent","On 2018-10-07, Jeff Coby is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyIsaac Humphries","2018-10-08","Isaac Humphries","free agency","Hawks","signed free agent","On 2018-10-08, Isaac Humphries is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"Donte Ingramfree agency","2018-10-08","Donte Ingram","free agency","Mavericks","signed free agent","On 2018-10-08, Donte Ingram is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyWill Cherry","2018-10-08","Will Cherry","free agency","Warriors","signed free agent","On 2018-10-08, Will Cherry is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"C.J. Andersonfree agency","2018-10-09","C.J. Anderson","free agency","Hawks","signed free agent","On 2018-10-09, C.J. Anderson is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"Brandon Sampsonfree agency","2018-10-09","Brandon Sampson","free agency","Rockets","signed free agent","On 2018-10-09, Brandon Sampson is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"D.J. Hoggfree agency","2018-10-10","D.J. Hogg","free agency","76ers","signed free agent","On 2018-10-10, D.J. Hogg is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyMatt Farrell","2018-10-10","Matt Farrell","free agency","76ers","signed free agent","On 2018-10-10, Matt Farrell is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyJohn Petrucelli","2018-10-10","John Petrucelli","free agency","Magic","signed free agent","On 2018-10-10, John Petrucelli is signed free agent by Magic",FALSE,FALSE,"Magic"
"Angel Rodriguezfree agency","2018-10-10","Angel Rodriguez","free agency","Rockets","signed free agent","On 2018-10-10, Angel Rodriguez is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"Dez Wellsfree agency","2018-10-10","Dez Wells","free agency","Thunder","signed free agent","On 2018-10-10, Dez Wells is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyRaphiael Putney","2018-10-11","Raphiael Putney","free agency","Heat","signed free agent","On 2018-10-11, Raphiael Putney is signed free agent by Heat",FALSE,FALSE,"Heat"
"Darin Johnsonfree agency","2018-10-12","Darin Johnson","free agency","76ers","signed free agent","On 2018-10-12, Darin Johnson is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyScott Machado","2018-10-12","Scott Machado","free agency","Lakers","signed free agent","On 2018-10-12, Scott Machado is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"Drew Gordonfree agency","2018-10-12","Drew Gordon","free agency","Nets","signed free agent","On 2018-10-12, Drew Gordon is signed free agent by Nets",FALSE,FALSE,"Nets"
"free agencyShannon Scott","2018-10-12","Shannon Scott","free agency","Nets","signed free agent","On 2018-10-12, Shannon Scott is signed free agent by Nets",FALSE,FALSE,"Nets"
"free agencyTim Bond","2018-10-12","Tim Bond","free agency","Rockets","signed free agent","On 2018-10-12, Tim Bond is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyWilliam Lee","2018-10-12","William Lee","free agency","Timberwolves","signed free agent","On 2018-10-12, William Lee is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"Alessandro Gentilefree agency","2018-10-12","free agency","Alessandro Gentile","Rockets","waived","On 2018-10-12, Alessandro Gentile becomes a free agent from Rockets",FALSE,FALSE,"Rockets"
"free agencyStephaun Branch / Steph Branch","2018-10-13","Stephaun Branch / Steph Branch","free agency","Jazz","signed free agent","On 2018-10-13, Stephaun Branch / Steph Branch is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"Demetrius Denzel-Dysonfree agency","2018-10-13","Demetrius Denzel-Dyson","free agency","Pacers","signed free agent","On 2018-10-13, Demetrius Denzel-Dyson is signed free agent by Pacers",FALSE,FALSE,"Pacers"
"Canyon Barryfree agency","2018-10-13","Canyon Barry","free agency","Timberwolves","signed free agent","On 2018-10-13, Canyon Barry is signed free agent by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyOleksandr Kobets","2018-10-13","Oleksandr Kobets","free agency","Wizards","signed free agent","On 2018-10-13, Oleksandr Kobets is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyJawun Evans","2018-10-15","free agency","Jawun Evans","Clippers","waived","On 2018-10-15, Jawun Evans becomes a free agent from Clippers",FALSE,FALSE,"Clippers"
"Darrell Arthurfree agency","2018-10-15","free agency","Darrell Arthur","Suns","waived","On 2018-10-15, Darrell Arthur becomes a free agent from Suns",FALSE,FALSE,"Suns"
"Alexis Ajinca / Alex AjincaWesley Johnson / Wes Johnson","2018-10-15","Alexis Ajinca / Alex Ajinca","Wesley Johnson / Wes Johnson","Clippers","trade with Pelicans","On 2018-10-15, Clippers make trade with Pelicans for Alexis Ajinca / Alex Ajinca, and in exhchange give Wesley Johnson / Wes Johnson to them.",FALSE,FALSE,"Clippers, Pelicans"
"Alexis Ajinca / Alex Ajincafree agency","2018-10-15","free agency","Alexis Ajinca / Alex Ajinca","Clippers","waived","On 2018-10-15, Alexis Ajinca / Alex Ajinca becomes a free agent from Clippers",FALSE,FALSE,"Clippers"
"Davon Reedfree agency","2018-10-16","free agency","Davon Reed","Suns","waived","On 2018-10-16, Davon Reed becomes a free agent from Suns",FALSE,FALSE,"Suns"
"free agencyOmer Asik","2018-10-21","free agency","Omer Asik","Bulls","waived","On 2018-10-21, Omer Asik becomes a free agent from Bulls",FALSE,FALSE,"Bulls"
"Andrew Harrisonfree agency","2018-11-01","free agency","Andrew Harrison","Grizzlies","waived","On 2018-11-01, Andrew Harrison becomes a free agent from Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyTyson Chandler","2018-11-04","free agency","Tyson Chandler","Suns","waived (agreed to contract buyout)","On 2018-11-04, Tyson Chandler becomes a free agent from Suns",FALSE,FALSE,"Suns"
"Jimmy ButlerRobert Covington","2018-11-12","Jimmy Butler","Robert Covington","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Jimmy Butler, and in exhchange give Robert Covington to them.",FALSE,FALSE,"76ers, Timberwolves"
"Dario SaricJimmy Butler","2018-11-12","Jimmy Butler","Dario Saric","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Jimmy Butler, and in exhchange give Dario Saric to them.",FALSE,FALSE,"76ers, Timberwolves"
"Jerryd BaylessJimmy Butler","2018-11-12","Jimmy Butler","Jerryd Bayless","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Jimmy Butler, and in exhchange give Jerryd Bayless to them.",FALSE,FALSE,"76ers, Timberwolves"
"Justin PattonRobert Covington","2018-11-12","Justin Patton","Robert Covington","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Justin Patton, and in exhchange give Robert Covington to them.",FALSE,FALSE,"76ers, Timberwolves"
"Dario SaricJustin Patton","2018-11-12","Justin Patton","Dario Saric","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Justin Patton, and in exhchange give Dario Saric to them.",FALSE,FALSE,"76ers, Timberwolves"
"Jerryd BaylessJustin Patton","2018-11-12","Justin Patton","Jerryd Bayless","76ers","trade with Timberwolves","On 2018-11-12, 76ers make trade with Timberwolves for Justin Patton, and in exhchange give Jerryd Bayless to them.",FALSE,FALSE,"76ers, Timberwolves"
"Alec BurksKyle Korver","2018-11-29","Alec Burks","Kyle Korver","Cavaliers","trade with Jazz","On 2018-11-29, Cavaliers make trade with Jazz for Alec Burks, and in exhchange give Kyle Korver to them.",FALSE,FALSE,"Cavaliers, Jazz"
"George HillMatthew Dellavedova / Matt Dellavedova","2018-12-07","George Hill","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for George Hill, and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",FALSE,FALSE,"Bucks, Cavaliers, Wizards"
"George HillJohn Henson","2018-12-07","George Hill","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for George Hill, and in exhchange give John Henson to them.",FALSE,FALSE,"Bucks, Cavaliers, Wizards"
"Jason SmithMatthew Dellavedova / Matt Dellavedova","2018-12-07","Jason Smith","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for Jason Smith, and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",FALSE,FALSE,"Bucks, Cavaliers, Wizards"
"Jason SmithJohn Henson","2018-12-07","Jason Smith","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for Jason Smith, and in exhchange give John Henson to them.",FALSE,FALSE,"Bucks, Cavaliers, Wizards"
"Matthew Dellavedova / Matt Dellavedovamodification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","2018-12-07","modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected), and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",TRUE,FALSE,"Bucks, Cavaliers, Wizards"
"John Hensonmodification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","2018-12-07","modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected), and in exhchange give John Henson to them.",TRUE,FALSE,"Bucks, Cavaliers, Wizards"
"cashMatthew Dellavedova / Matt Dellavedova","2018-12-07","cash","Matthew Dellavedova / Matt Dellavedova","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for cash (from Wizards), and in exhchange give Matthew Dellavedova / Matt Dellavedova to them.",FALSE,FALSE,"Bucks, Cavaliers, Wizards"
"cashJohn Henson","2018-12-07","cash","John Henson","Bucks","3-team trade with Cavaliers, Wizards","On 2018-12-07, Bucks make 3-team trade with Cavaliers, Wizards for cash (from Wizards), and in exhchange give John Henson to them.",FALSE,FALSE,"Bucks, Cavaliers, Wizards"
