"date","from","to","action_team","notes","edge_label","pick_involved"
"2012-08-10","Christian Eyenga","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Christian Eyenga, and in exhchange give Earl Clark to them.",FALSE
"2012-08-10","Josh McRoberts","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Josh McRoberts, and in exhchange give Dwight Howard to them.",FALSE
"2012-08-10","Josh McRoberts","Jason Richardson","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Josh McRoberts, and in exhchange give Jason Richardson to them.",FALSE
"2012-08-10","Josh McRoberts","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Josh McRoberts, and in exhchange give Chris Duhon to them.",FALSE
"2012-08-10","Josh McRoberts","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Josh McRoberts, and in exhchange give Earl Clark to them.",FALSE
"2012-08-10","Nikola Vucevic","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Nikola Vucevic, and in exhchange give Dwight Howard to them.",FALSE
"2012-08-10","Nikola Vucevic","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Nikola Vucevic, and in exhchange give Chris Duhon to them.",FALSE
"2012-08-10","Nikola Vucevic","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Nikola Vucevic, and in exhchange give Earl Clark to them.",FALSE
"2012-08-10","2013 pick (#51-Romero Osby)","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2013 pick (#51-Romero Osby), and in exhchange give Dwight Howard to them.",TRUE
"2012-08-10","2013 pick (#51-Romero Osby)","Jason Richardson","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2013 pick (#51-Romero Osby), and in exhchange give Jason Richardson to them.",TRUE
"2012-08-10","2013 pick (#51-Romero Osby)","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2013 pick (#51-Romero Osby), and in exhchange give Chris Duhon to them.",TRUE
"2012-08-10","2013 pick (#51-Romero Osby)","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2013 pick (#51-Romero Osby), and in exhchange give Earl Clark to them.",TRUE
"2012-08-10","2014 pick (#12-Dario Saric)","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2014 pick (#12-Dario Saric), and in exhchange give Dwight Howard to them.",TRUE
"2012-08-10","2014 pick (#12-Dario Saric)","Jason Richardson","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2014 pick (#12-Dario Saric), and in exhchange give Jason Richardson to them.",TRUE
"2012-08-10","2014 pick (#12-Dario Saric)","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2014 pick (#12-Dario Saric), and in exhchange give Chris Duhon to them.",TRUE
"2012-08-10","2014 pick (#12-Dario Saric)","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for 2014 pick (#12-Dario Saric), and in exhchange give Earl Clark to them.",TRUE
"2012-08-10","Andre Iguodala","Arron Afflalo","Nuggets","4-team trade with 76ers, Lakers, Magic","On 2012-08-10, Nuggets make 4-team trade with 76ers, Lakers, Magic for Andre Iguodala, and in exhchange give Arron Afflalo to them.",FALSE
"2012-08-10","Andre Iguodala","2013 pick (#51-Romero Osby)","Nuggets","4-team trade with 76ers, Lakers, Magic","On 2012-08-10, Nuggets make 4-team trade with 76ers, Lakers, Magic for Andre Iguodala, and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
"2012-08-10","Andre Iguodala","2014 pick (#12-Dario Saric)","Nuggets","4-team trade with 76ers, Lakers, Magic","On 2012-08-10, Nuggets make 4-team trade with 76ers, Lakers, Magic for Andre Iguodala, and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2012-10-27","James Harden","Kevin Martin","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for James Harden, and in exhchange give Kevin Martin to them.",FALSE
"2012-10-27","James Harden","Jeremy Lamb","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for James Harden, and in exhchange give Jeremy Lamb to them.",FALSE
"2012-10-27","James Harden","2013 pick (#32-Alex Abrines)","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for James Harden, and in exhchange give 2013 pick (#32-Alex Abrines) to them.",TRUE
"2012-10-27","Cole Aldrich","Kevin Martin","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Cole Aldrich, and in exhchange give Kevin Martin to them.",FALSE
"2012-10-27","Cole Aldrich","Jeremy Lamb","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Cole Aldrich, and in exhchange give Jeremy Lamb to them.",FALSE
"2012-10-27","Cole Aldrich","2013 pick (#32-Alex Abrines)","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Cole Aldrich, and in exhchange give 2013 pick (#32-Alex Abrines) to them.",TRUE
"2012-10-27","Lazar Hayward","Kevin Martin","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Lazar Hayward, and in exhchange give Kevin Martin to them.",FALSE
"2012-10-27","Lazar Hayward","Jeremy Lamb","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Lazar Hayward, and in exhchange give Jeremy Lamb to them.",FALSE
"2012-10-27","Lazar Hayward","2013 pick (#32-Alex Abrines)","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Lazar Hayward, and in exhchange give 2013 pick (#32-Alex Abrines) to them.",TRUE
"2012-10-27","Daequan Cook","Kevin Martin","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Daequan Cook, and in exhchange give Kevin Martin to them.",FALSE
"2012-10-27","Daequan Cook","Jeremy Lamb","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Daequan Cook, and in exhchange give Jeremy Lamb to them.",FALSE
"2012-10-27","Daequan Cook","2013 pick (#32-Alex Abrines)","Rockets","trade with Thunder","On 2012-10-27, Rockets make trade with Thunder for Daequan Cook, and in exhchange give 2013 pick (#32-Alex Abrines) to them.",TRUE
"2012-11-13","Hakim Warrick","Matt Carroll","Bobcats","trade with Hornets","On 2012-11-13, Bobcats make trade with Hornets for Hakim Warrick, and in exhchange give Matt Carroll to them.",FALSE
"2013-01-22","Marreese Speights","Jon Leuer","Cavaliers","trade with Grizzlies","On 2013-01-22, Cavaliers make trade with Grizzlies for Marreese Speights, and in exhchange give Jon Leuer to them.",FALSE
"2013-01-22","Marreese Speights","trade exception","Cavaliers","trade with Grizzlies","On 2013-01-22, Cavaliers make trade with Grizzlies for Marreese Speights, and in exhchange give trade exception to them.",FALSE
"2013-01-22","Josh Selby","Jon Leuer","Cavaliers","trade with Grizzlies","On 2013-01-22, Cavaliers make trade with Grizzlies for Josh Selby, and in exhchange give Jon Leuer to them.",FALSE
"2013-01-22","Josh Selby","trade exception","Cavaliers","trade with Grizzlies","On 2013-01-22, Cavaliers make trade with Grizzlies for Josh Selby, and in exhchange give trade exception to them.",FALSE
"2013-01-22","Wayne Ellington","Jon Leuer","Cavaliers","trade with Grizzlies","On 2013-01-22, Cavaliers make trade with Grizzlies for Wayne Ellington, and in exhchange give Jon Leuer to them.",FALSE
"2013-01-22","Wayne Ellington","trade exception","Cavaliers","trade with Grizzlies","On 2013-01-22, Cavaliers make trade with Grizzlies for Wayne Ellington, and in exhchange give trade exception to them.",FALSE
"2013-01-30","Ed Davis (a)","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for Ed Davis (a), and in exhchange give Rudy Gay to them.",FALSE
"2013-01-30","Ed Davis (a)","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for Ed Davis (a), and in exhchange give Hamed Haddadi to them.",FALSE
"2013-01-30","Tayshaun Prince","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for Tayshaun Prince, and in exhchange give Rudy Gay to them.",FALSE
"2013-01-30","Tayshaun Prince","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for Tayshaun Prince, and in exhchange give Hamed Haddadi to them.",FALSE
"2013-01-30","Austin Daye","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for Austin Daye, and in exhchange give Rudy Gay to them.",FALSE
"2013-01-30","Austin Daye","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for Austin Daye, and in exhchange give Hamed Haddadi to them.",FALSE
"2013-01-30","2013 pick (#41-Jamaal Franklin)","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for 2013 pick (#41-Jamaal Franklin), and in exhchange give Rudy Gay to them.",TRUE
"2013-01-30","2013 pick (#41-Jamaal Franklin)","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for 2013 pick (#41-Jamaal Franklin), and in exhchange give Hamed Haddadi to them.",TRUE
"2013-01-30","cash","Rudy Gay","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for cash, and in exhchange give Rudy Gay to them.",FALSE
"2013-01-30","cash","Hamed Haddadi","Grizzlies","3-team trade with Pistons, Raptors","On 2013-01-30, Grizzlies make 3-team trade with Pistons, Raptors for cash, and in exhchange give Hamed Haddadi to them.",FALSE
"2013-01-30","Jose Calderon","Tayshaun Prince","Pistons","3-team trade with Grizzlies, Raptors","On 2013-01-30, Pistons make 3-team trade with Grizzlies, Raptors for Jose Calderon, and in exhchange give Tayshaun Prince to them.",FALSE
"2013-01-30","Jose Calderon","Austin Daye","Pistons","3-team trade with Grizzlies, Raptors","On 2013-01-30, Pistons make 3-team trade with Grizzlies, Raptors for Jose Calderon, and in exhchange give Austin Daye to them.",FALSE
"2013-01-30","Rudy Gay","Jose Calderon","Raptors","3-team trade with Grizzlies, Pistons","On 2013-01-30, Raptors make 3-team trade with Grizzlies, Pistons for Rudy Gay, and in exhchange give Jose Calderon to them.",FALSE
"2013-01-30","Hamed Haddadi","Jose Calderon","Raptors","3-team trade with Grizzlies, Pistons","On 2013-01-30, Raptors make 3-team trade with Grizzlies, Pistons for Hamed Haddadi, and in exhchange give Jose Calderon to them.",FALSE
"2013-02-20","Patrick Patterson","Thomas Robinson","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Patrick Patterson, and in exhchange give Thomas Robinson to them.",FALSE
"2013-02-20","Patrick Patterson","Francisco Garcia","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Patrick Patterson, and in exhchange give Francisco Garcia to them.",FALSE
"2013-02-20","Patrick Patterson","Tyler Honeycutt","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Patrick Patterson, and in exhchange give Tyler Honeycutt to them.",FALSE
"2013-02-20","Cole Aldrich","Thomas Robinson","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Cole Aldrich, and in exhchange give Thomas Robinson to them.",FALSE
"2013-02-20","Cole Aldrich","Francisco Garcia","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Cole Aldrich, and in exhchange give Francisco Garcia to them.",FALSE
"2013-02-20","Cole Aldrich","Tyler Honeycutt","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Cole Aldrich, and in exhchange give Tyler Honeycutt to them.",FALSE
"2013-02-20","Toney Douglas","Thomas Robinson","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Toney Douglas, and in exhchange give Thomas Robinson to them.",FALSE
"2013-02-20","Toney Douglas","Francisco Garcia","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Toney Douglas, and in exhchange give Francisco Garcia to them.",FALSE
"2013-02-20","Toney Douglas","Tyler Honeycutt","Kings","trade with Rockets","On 2013-02-20, Kings make trade with Rockets for Toney Douglas, and in exhchange give Tyler Honeycutt to them.",FALSE
"2013-02-21","Eric Maynor","rights to Giorgos Printezis","Blazers","trade with Thunder","On 2013-02-21, Blazers make trade with Thunder for Eric Maynor, and in exhchange give rights to Giorgos Printezis to them.",FALSE
"2013-02-21","Eric Maynor","cash","Blazers","trade with Thunder","On 2013-02-21, Blazers make trade with Thunder for Eric Maynor, and in exhchange give cash to them.",FALSE
"2013-02-21","J.J. Redick","Doron Lamb","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for J.J. Redick, and in exhchange give Doron Lamb to them.",FALSE
"2013-02-21","J.J. Redick","Beno Udrih","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for J.J. Redick, and in exhchange give Beno Udrih to them.",FALSE
"2013-02-21","J.J. Redick","Tobias Harris","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for J.J. Redick, and in exhchange give Tobias Harris to them.",FALSE
"2013-02-21","Gustavo Ayon","Doron Lamb","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for Gustavo Ayon, and in exhchange give Doron Lamb to them.",FALSE
"2013-02-21","Gustavo Ayon","Beno Udrih","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for Gustavo Ayon, and in exhchange give Beno Udrih to them.",FALSE
"2013-02-21","Gustavo Ayon","Tobias Harris","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for Gustavo Ayon, and in exhchange give Tobias Harris to them.",FALSE
"2013-02-21","Ishmael Smith / Ish Smith","Doron Lamb","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for Ishmael Smith / Ish Smith, and in exhchange give Doron Lamb to them.",FALSE
"2013-02-21","Ishmael Smith / Ish Smith","Beno Udrih","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for Ishmael Smith / Ish Smith, and in exhchange give Beno Udrih to them.",FALSE
"2013-02-21","Ishmael Smith / Ish Smith","Tobias Harris","Bucks","trade with Magic","On 2013-02-21, Bucks make trade with Magic for Ishmael Smith / Ish Smith, and in exhchange give Tobias Harris to them.",FALSE
"2013-02-21","Jordan Crawford","Jason Collins","Celtics","trade with Wizards","On 2013-02-21, Celtics make trade with Wizards for Jordan Crawford, and in exhchange give Jason Collins to them.",FALSE
"2013-02-21","Jordan Crawford","Leandro Barbosa","Celtics","trade with Wizards","On 2013-02-21, Celtics make trade with Wizards for Jordan Crawford, and in exhchange give Leandro Barbosa to them.",FALSE
"2013-02-21","Dexter Pittman","rights to Ricky Sanchez","Grizzlies","trade with Heat","On 2013-02-21, Grizzlies make trade with Heat for Dexter Pittman, and in exhchange give rights to Ricky Sanchez to them.",FALSE
"2013-02-21","2013 pick (#60-Janis Timma)","rights to Ricky Sanchez","Grizzlies","trade with Heat","On 2013-02-21, Grizzlies make trade with Heat for 2013 pick (#60-Janis Timma), and in exhchange give rights to Ricky Sanchez to them.",TRUE
"2013-02-21","cash","rights to Ricky Sanchez","Grizzlies","trade with Heat","On 2013-02-21, Grizzlies make trade with Heat for cash, and in exhchange give rights to Ricky Sanchez to them.",FALSE
"2013-02-21","Dahntay Jones","Anthony Morrow","Hawks","trade with Mavericks","On 2013-02-21, Hawks make trade with Mavericks for Dahntay Jones, and in exhchange give Anthony Morrow to them.",FALSE
