"","Date","Team","Acquired","Relinquished","Notes"
"1584","2018-02-05","Bucks","• Tyler Zeller","• Rashad Vaughn• second round pick (protected #48-60 in 2018, else unprotected in 2020) (2018 #45-Hamidou Diallo)","trade with Nets"
"1585","2018-02-05","Nets","• Rashad Vaughn• second round pick (protected #48-60 in 2018, else unprotected in 2020) (2018 #45-Hamidou Diallo)","• Tyler Zeller","trade with Bucks"
"1586","2018-02-05","Pelicans","• DeAndre Liggins","","signed free agent to a 2-year, $2.4M contract / contract for the remainder of the season"
"1587","2018-02-07","Hornets","• Guillermo Hernangomez / Willy Hernangomez","• Johnny O'Bryant III• 2020 second round pick (?-?)• 2021 second round pick (?-?)","trade with Knicks"
"1588","2018-02-07","Knicks","• Johnny O'Bryant III• 2020 second round pick (?-?)• 2021 second round pick (?-?)","• Guillermo Hernangomez / Willy Hernangomez","trade with Hornets"
"1589","2018-02-08","Blazers","• rights to Milovan Rakovic","• Noah Vonleh• cash","trade with Bulls"
"1590","2018-02-08","Bulls","• Noah Vonleh• cash","• rights to Milovan Rakovic","trade with Blazers"
"1591","2018-02-08","Cavaliers","• 2024 second round pick (protected top 55) (?-?)","• Dwyane Wade","trade with Heat"
"1592","2018-02-08","Cavaliers","• Jordan Clarkson• Larry Nance Jr.","• Isaiah Thomas• Channing Frye• draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner)","trade with Lakers"
"1593","2018-02-08","Celtics","• Greg Monroe","","signed free agent to a 1-year, $5M contract"
"1594","2018-02-08","Heat","• Dwyane Wade","• 2024 second round pick (protected top 55) (?-?)","trade with Cavaliers"
"1595","2018-02-08","Kings","","• Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","waived"
"1596","2018-02-08","Knicks","","• Johnny O'Bryant III","waived"
"1597","2018-02-08","Lakers","• Isaiah Thomas• Channing Frye• draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner)","• Jordan Clarkson• Larry Nance Jr.","trade with Cavaliers"
"1598","2018-02-08","Magic","• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","• Elfrid Payton","trade with Suns"
"1599","2018-02-08","Mavericks","• Kyle Collinsworth","","signed free agent to a 3-year, $3.3M contract"
"1600","2018-02-08","Nets","• Dante Cunningham","• Rashad Vaughn","trade with Pelicans"
"1601","2018-02-08","Pelicans","• Rashad Vaughn","• Dante Cunningham","trade with Nets"
"1602","2018-02-08","Suns","• Elfrid Payton","• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","trade with Magic"
"1603","2018-02-08","Bulls","• Willie Reed• Bulls option to swap 2022 second round picks with Pistons (?-?)","• Jameer Nelson• Bulls option to swap 2022 second round picks with Pistons (?-?)","trade with Pistons"
"1604","2018-02-08","Cavaliers","• George Hill• Rodney Hood• rights to Arturas Gudaitis• Jazz option to swap 2024 second round picks with Cavaliers (?-?)","• Derrick Rose• Jae Crowder• Iman Shumpert• rights to Dimitrios Agravanis• 2020 second round pick (?-?)• Jazz option to swap 2024 second round picks with Cavaliers (?-?)• $2.1M cash","3-team trade with Jazz, Kings"
"1605","2018-02-08","Grizzlies","• Brice Johnson• 2022 second round pick (less favorable of Bulls, Pistons picks) (?-?)","• James Ennis","trade with Pistons"
"1606","2018-02-08","Hawks","• Okaro White","• Luke Babbitt","trade with Heat"
"1607","2018-02-08","Hawks","• Sheldon McClellan / Sheldon Mac• cash","• 2019 second round pick (protected top 55) (?-?)","trade with Wizards"
"1608","2018-02-08","Heat","• Luke Babbitt","• Okaro White","trade with Hawks"
"1609","2018-02-08","Jazz","• Derrick Rose• Jae Crowder• Jazz option to swap 2024 second round picks with Cavaliers (?-?)","• Rodney Hood• Joe Johnson• Jazz option to swap 2024 second round picks with Cavaliers (?-?)• $1.1M cash","3-team trade with Cavaliers, Kings"
"1610","2018-02-08","Kings","• Bruno Caboclo","• Malachi Richardson","trade with Raptors"
"1611","2018-02-08","Kings","• Joe Johnson• Iman Shumpert• rights to Dimitrios Agravanis• 2020 second round pick (from Cavaliers) (?-?)• $2.1M cash (from Cavaliers)• $1.1M cash (from Jazz)","• George Hill• rights to Arturas Gudaitis","3-team trade with Cavaliers, Jazz"
"1612","2018-02-08","Pistons","• Jameer Nelson• Bulls option to swap 2022 second round picks with Pistons (?-?)","• Willie Reed• Bulls option to swap 2022 second round picks with Pistons (?-?)","trade with Bulls"
"1613","2018-02-08","Pistons","• James Ennis","• Brice Johnson• 2022 second round pick (less favorable of Bulls, Pistons picks) (?-?)","trade with Grizzlies"
"1614","2018-02-08","Raptors","• Malachi Richardson","• Bruno Caboclo","trade with Kings"
"1615","2018-02-08","Wizards","• 2019 second round pick (protected top 55) (?-?)","• Sheldon McClellan / Sheldon Mac• cash","trade with Hawks"
"1616","2018-02-08","Knicks","• Emmanuel Mudiay","• Doug McDermott• 2018 second round pick (less favorable of Clippers, Knicks picks) (#43-Justin Jackson)","3-team trade with Mavericks, Nuggets"
"1617","2018-02-08","Mavericks","• Doug McDermott• 2018 second round pick (less favorable of Blazers, Kings picks) (from Nuggets) (#54-Shake Milton)","• Devin Harris","3-team trade with Knicks, Nuggets"
"1618","2018-02-08","Nuggets","• Devin Harris• 2018 second round pick (from Knicks) (less favorable of Clippers, Knicks picks) (#43-Justin Jackson)","• Emmanuel Mudiay• 2018 second round pick (less favorable of Blazers, Kings picks) (#54-Shake Milton)","3-team trade with Knicks, Mavericks"
"1619","2018-02-08","Bulls","","• Willie Reed","waived"
"1620","2018-02-08","Hawks","","• Okaro White","waived"
"1621","2018-02-08","Heat","","• A.J. Hammons","waived"
"1622","2018-02-08","Suns","","• Isaiah Canaan","waived"
"1623","2018-02-09","Bulls","","• Tony Allen","waived"
"1624","2018-02-09","Hawks","","• Marco Belinelli","waived (reached buyout agreement)"
"1625","2018-02-09","Rockets","• Bobby Brown","","signed free agent for the remainder of the season"
"1626","2018-02-09","Hawks","","• Sheldon McClellan / Sheldon Mac","waived"
"1627","2018-02-10","Grizzlies","","• Brandan Wright","waived"
"1628","2018-02-10","Jazz","","• Derrick Rose","waived"
"1629","2018-02-10","Mavericks","","• Josh McRoberts","waived"
"1630","2018-02-10","Pelicans","","• Mike James (Perry)","waived"
"1631","2018-02-10","Pelicans","","• Rashad Vaughn","waived"
"1632","2018-02-11","Jazz","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","","signed free agent to a 10-day contract"
"1633","2018-02-11","Kings","","• Joe Johnson","waived"
"1634","2018-02-12","76ers","• Marco Belinelli","","signed free agent to a $815K contract for the remainder of the season"
"1635","2018-02-12","Rockets","","• Bobby Brown","waived"
"1636","2018-02-12","Rockets","• Brandan Wright","","signed free agent to a $706K contract for the remainder of the season"
"1637","2018-02-14","Rockets","• Joe Johnson","","signed free agent to a $749K contract for the remainder of the season"
"1638","2018-02-14","Rockets","","• Troy Williams","waived"
"1639","2018-02-20","Magic","• Rashad Vaughn","","signed free agent to a 10-day contract"
"1640","2018-02-21","Blazers","• Brandon Rush","","signed free agent to a 10-day contract"
"1641","2018-02-21","Jazz","","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","waived"
"1642","2018-02-21","Knicks","• Troy Williams","","signed free agent to a 10-day contract"
"1643","2018-02-21","Pacers","• Trey McKinney Jones / Trey McKinney-Jones","","signed free agent to a 10-day contract"
"1644","2018-02-21","Pelicans","• Walter Lemon Jr. / Walt Lemon Jr.","","signed free agent to a 10-day contract"
"1645","2018-02-21","Suns","","• Joshia Gray / Josh Gray","waived"
"1646","2018-02-21","Suns","• Shaquille Harrison","","signed free agent to a 10-day contract"
"1647","2018-02-22","Cavaliers","• Marcus Thornton","","signed free agent to a 10-day contract"
"1648","2018-02-22","Hawks","• Antonius Cleveland","","signed free agent to a 10-day contract"
"1649","2018-02-23","Wizards","• Ramon Sessions","","signed free agent to a 10-day contract"
"1650","2018-02-24","Jazz","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","","signed free agent to a second 10-day contract"
"1651","2018-02-26","Mavericks","• Scotty Hopson","","signed free agent to a 10-day contract"
"1652","2018-02-26","Hawks","","• Ersan Ilyasova","waived"
"1653","2018-02-28","76ers","","• Trevor Booker","waived"
"1654","2018-02-28","76ers","• Ersan Ilyasova","","signed free agent for the remainder of the season"
"1655","2018-02-28","Hawks","• Jaylen Morris","","signed free agent to a 10-day contract"
"1656","2018-02-28","Lakers","","• Corey Brewer","waived"
"1657","2018-03-01","Bucks","","• Sean Kilpatrick","waived"
"1658","2018-03-01","Bulls","• Jarell Eddie","","signed free agent to a 10-day contract"
"1659","2018-03-01","Timberwolves","","• Shabazz Muhammad","waived"
"1660","2018-03-02","Lakers","• Travis Wear","","signed free agent to a 10-day contract"
"1661","2018-03-02","Thunder","• Corey Brewer","","signed free agent to a 1-year, $526K contract"
"1662","2018-03-03","Blazers","","• Brandon Rush","player became a free agent"
"1663","2018-03-03","Pacers","","• Trey McKinney Jones / Trey McKinney-Jones","waived"
"1664","2018-03-03","Pacers","• Trevor Booker","","signed free agent to a 1-year, $446K contract"
"1665","2018-03-04","Bucks","• Shabazz Muhammad","","signed free agent to a 1-year, $347K contract"
"1666","2018-03-04","Clippers","• Sean Kilpatrick","","signed free agent to a 10-day contract"
"1667","2018-03-04","Pacers","","• Trey McKinney Jones / Trey McKinney-Jones","player became a free agent"
"1668","2018-03-05","Cavaliers","","• Marcus Thornton","waived / player became a free agent"
"1669","2018-03-05","Grizzlies","• Xavier Rathan-Mayes","","signed free agent to a 10-day contract"
"1670","2018-03-06","Jazz","","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","waived / player became a free agent"
"1671","2018-03-06","Raptors","• Nigel Hayes","","signed free agent to a 10-day contract"
"1672","2018-03-07","Magic","","• Rashad Vaughn","waived"
"1673","2018-03-08","Blazers","• Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","","signed free agent to a 10-day contract"
"1674","2018-03-08","Magic","• Rodney Purvis","","signed free agent to a 10-day contract"
"1675","2018-03-08","Mavericks","","• Scotty Hopson","waived"
"1676","2018-03-08","Timberwolves","• Derrick Rose","","signed free agent for the remainder of the season"
"1677","2018-03-09","Lakers","• Derrick Williams","","signed free agent to a 10-day contract"
"1678","2018-03-11","Bucks","• Brandon Jennings","","signed free agent to a 10-day contract"
"1679","2018-03-11","Bulls","","• Jarell Eddie","waived / player became a free agent"
"1680","2018-03-11","Mavericks","• Jameel Warney","","signed free agent to a 10-day contract"
"1681","2018-03-11","Bucks","","• Mirza Teletovic","waived"
"1682","2018-03-13","Hawks","• Damion Lee","","signed free agent to a 10-day contract"
"1683","2018-03-14","Grizzlies","","• Xavier Rathan-Mayes","waived"
"1684","2018-03-14","Grizzlies","• Briante Weber","","signed free agent to a 10-day contract"
"1685","2018-03-14","Pelicans","","• Walter Lemon Jr. / Walt Lemon Jr.","waived / player became a free agent"
"1686","2018-03-15","Pelicans","• Larry Drew II","","signed free agent to a 10-day contract"
"1687","2018-03-17","Jazz","• David Stockton","","signed free agent to a 10-day contract"
"1688","2018-03-18","Cavaliers","• Okaro White","","signed free agent to a 10-day contract"
"1689","2018-03-19","Lakers","","• Derrick Williams","player became a free agent / waived"
"1690","2018-03-21","Mavericks","","• Jameel Warney","waived"
"1691","2018-03-22","Mavericks","","• Jameel Warney","player became a free agent"
"1692","2018-03-22","Mavericks","• Aaron Harrison","","signed free agent to a 10-day contract"
"1693","2018-03-23","Rockets","• Le'Bryan Nash","","signed free agent to a 10-day contract"
"1694","2018-03-23","Rockets","","• Brandan Wright","waived"
"1695","2018-03-24","Clippers","","• Sean Kilpatrick","waived"
"1696","2018-03-24","Grizzlies","","• Briante Weber","waived"
"1697","2018-03-24","Grizzlies","• Marquis Teague","","signed free agent to a 10-day contract"
"1698","2018-03-24","Bulls","• Jaylen Johnson","","signed free agent to a 10-day contract"
"1699","2018-03-25","Bulls","• C.J. Fair","","signed free agent to a 10-day contract"
"1700","2018-03-25","Bulls","","• Jaylen Johnson","waived"
"1701","2018-03-26","76ers","","• James Young","waived"
"1702","2018-03-26","Bulls","","• C.J. Fair","waived"
"1703","2018-03-26","Bulls","• Sean Kilpatrick","","signed free agent to a 3-year, $6.2M contract"
"1704","2018-03-26","Raptors","","• Nigel Hayes","waived"
"1705","2018-03-27","Grizzlies","","• Brice Johnson","waived"
"1706","2018-03-27","Grizzlies","• MarShon Brooks","","signed free agent to a 10-day contract"
"1707","2018-03-28","Cavaliers","","• Okaro White","waived"
"1708","2018-03-28","Celtics","• Xavier Silas","","signed free agent to a 10-day contract"
"1709","2018-03-30","Rockets","","• Le'Bryan Nash","waived"
"1710","2018-03-30","Rockets","• Tim Quarterman","","signed free agent for the remainder of the season / to a 2-year contract"
"1711","2018-03-31","Hawks","• Jeremy Evans","","signed free agent to a 10-day contract"
"1712","2018-03-31","Kings","• Nigel Hayes","","signed free agent for the remainder of the season"
"1713","2018-04-05","Pelicans","","• Larry Drew II","waived"
"1714","2018-04-05","Pelicans","• Jordan Crawford","","signed free agent for the remainder of the season"
"1715","2018-04-06","Celtics","","• Xavier Silas","waived / player became a free agent"
"1716","2018-04-06","Celtics","• Jonathan Gibson","","signed free agent for the remainder of the season"
"1717","2018-04-06","Grizzlies","","• Marquis Teague","waived"
"1718","2018-04-06","Grizzlies","• Omari Johnson","","signed free agent for the remainder of the season"
"1719","2018-04-07","Cavaliers","• Okaro White","","signed free agent for the remainder of the season"
"1720","2018-04-07","Pelicans","","• Larry Drew II","player became a free agent"
"1721","2018-04-08","Warriors","","• Omri Casspi","waived"
"1722","2018-04-09","Lakers","• Andre Ingram","","signed free agent for the remainder of the season"
"1723","2018-04-10","Hawks","","• Jeremy Evans","waived"
"1724","2018-04-11","Cavaliers","• Kendrick Perkins","","signed free agent for the remainder of the season"
"1725","2018-04-11","Rockets","","• Tim Quarterman","waived"
"1726","2018-04-11","Rockets","• Aaron Jackson","","signed free agent for the remainder of the season"
"1727","2018-04-11","Wizards","• Ty Lawson","","signed unrestricted free agent"
"1728","2018-05-11","Hawks","","• Tyler Cavanaugh","waived"
"1729","2018-06-12","Cavaliers","","• London Perrantes","waived"
